district,crop,year,yield,yield_lag1,yield_lag2,yield_rolling_mean_3,yield_rolling_std_3,year_sin,year_cos,year_normalized,crop_encoded,district_encoded,crop_Areca nuts,crop_Avocados,"crop_Beans, dry",crop_Cabbages,crop_Cantaloupes and other melons,crop_Carrots and turnips,"crop_Cashew nuts, in shell","crop_Cassava, fresh",crop_Cauliflowers and broccoli,"crop_Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","crop_Cinnamon and cinnamon-tree flowers, raw","crop_Cloves (whole stems), raw",crop_Cocoa beans,"crop_Coconuts, in shell","crop_Coffee, green","crop_Cow peas, dry",crop_Cucumbers and gherkins,"crop_Edible roots and tubers with high starch or inulin content, n.e.c., fresh",crop_Eggplants (aubergines),"crop_Ginger, raw","crop_Groundnuts, excluding shelled",crop_Leeks and other alliaceous vegetables,crop_Lemons and limes,crop_Maize (corn),"crop_Mangoes, guavas and mangosteens",crop_Millet,crop_Mustard seed,crop_Natural rubber in primary forms,"crop_Nutmeg, mace, cardamoms, raw",crop_Okra,"crop_Onions and shallots, dry (excluding dehydrated)",crop_Oranges,"crop_Other beans, green","crop_Other fibre crops, raw, n.e.c.","crop_Other fruits, n.e.c.","crop_Other stimulant, spice and aromatic crops, n.e.c.","crop_Other vegetables, fresh n.e.c.","crop_Pepper (Piper spp.), raw",crop_Pineapples,crop_Plantains and cooking bananas,crop_Potatoes,"crop_Pumpkins, squash and gourds",crop_Rice,crop_Sesame seed,crop_Sorghum,crop_Soya beans,crop_Sugar cane,crop_Sweet potatoes,crop_Tea leaves,crop_Tomatoes,crop_Unmanufactured tobacco,rainfall,temperature,humidity,rainfall_temp_interaction,temp_humidity_interaction,rainfall_humidity_interaction
Sri Lanka,Cantaloupes and other melons,-1.414213562373095,10953.1,0.0,-1.290881472930463e-16,0.32634483151813504,0.0,-1.6243666123316338,0.6005829155139136,-1.414213562373095,4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
Sri Lanka,Cantaloupes and other melons,-0.7071067811865475,12181.4,0.3548799456855201,-1.290881472930463e-16,0.3947636576459588,0.012823425086840699,-0.6382366916163119,1.0024645990987713,-0.7071067811865475,4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
Sri Lanka,Cantaloupes and other melons,0.0,12107.6,0.5039687708666966,0.40888156391983843,0.4148293922374916,-0.1201449344392177,0.3478932290990326,0.6005829155140008,0.0,4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
Sri Lanka,Cantaloupes and other melons,0.7071067811865475,12331.9,0.49501106078091067,0.5832189965744332,0.4660307151852207,-0.5452774352900195,0.9573550374244058,-0.4515569915670581,0.7071067811865475,4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
Sri Lanka,Cantaloupes and other melons,1.414213562373095,10459.6,0.5222361877760566,0.5727442733554241,0.402092190488818,0.12666986304579889,0.9573550374245068,-1.752073438559628,1.414213562373095,4,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
Sri Lanka,Carrots and turnips,-1.414213562373095,22730.7,0.0,-1.290881472930463e-16,1.6384177234876172,0.0,-1.6243666123316338,0.6005829155139136,-1.414213562373095,5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
Sri Lanka,Carrots and turnips,-0.7071067811865475,8608.8,1.7844236625737595,-1.290881472930463e-16,0.8517989652896893,6.7592104045377175,-0.6382366916163119,1.0024645990987713,-0.7071067811865475,5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
Sri Lanka,Carrots and turnips,0.0,8443.8,0.07033306554855662,2.0805224878250383,0.5834654872260522,5.438842217655142,0.3478932290990326,0.6005829155140008,0.0,5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
Sri Lanka,Carrots and turnips,0.7071067811865475,7210.3,0.0503056649502548,0.07614587770949324,0.007120105243215963,-0.06434058673965631,0.9573550374244058,-0.4515569915670581,0.7071067811865475,5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
Sri Lanka,Carrots and turnips,1.414213562373095,18618.8,-0.09941432679523171,0.05272678108162695,0.37883844199021904,4.003115818271596,0.9573550374245068,-1.752073438559628,1.414213562373095,5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
